"id","monthly_installment","loan_balance","bureau_score","region","ltv","overdue_months","origination_date","maturity_date","overdue_status","loan_term","live_status","repaid_status","month","overdue_event","term_expiry_event","max_overdue_event","max_overdues_12m","max_arrears_bal_6m","avg_bureau_score_6m","credit_utilization","annual_income","emp_length","months_since_cc_deliq","default_event"
8028525,363,56273.26,428,"r_a",0.6885,0,2005-12-14,2035-12-31,1,30,1,0,9,0,0,1,0,0,432,0.5452,83073,10,3,0
5253590,321.16,80971.8,472,"r_d",0.7259,0,2003-10-29,2027-10-31,1,24,1,0,9,0,0,1,0,-104,490,0.5933,60361,9,7,0
3510252,437.9,59906.35,427,"r_i",0.709,0,2007-03-06,2032-03-31,1,25,1,0,9,0,0,1,0,-368,374,0.5753,70523,8,9,0
7042373,189.7,191292.23,430,"r_d",0.8023,0,2006-01-16,2031-01-31,1,25,1,0,9,0,0,1,0,0,380,0.7572,49050,4,3,0
6838892,372.32,98419.41,426,"r_e",0.2471,0,2006-04-24,2030-04-30,1,24,1,0,9,0,0,1,0,-1980,436,0.568,70219,6,3,0
3691330,976.02,257951.62,458,"r_a",0.8819,0,2007-03-07,2032-03-31,1,25,1,0,9,0,0,1,0,0,432,0.3893,42831,1,11,0
1108986,370,13120.04,537,"r_g",0.1028,0,2003-11-14,2018-11-30,1,15,1,0,9,0,0,1,0,-74,538,0.7939,65531,6,3,0
1567700,1002.99,113546.28,180,"r_e",0.3749,0,2006-04-24,2028-04-30,1,22,1,0,9,0,0,1,0,-520,202,0.5097,60807,7,10,0
8007790,777.2,119226.81,494,"r_g",0.7808,0,2005-05-16,2035-05-31,1,30,1,0,9,0,0,1,0,0,498,0.8213,103316,8,11,0
4149143,527.46,139325.95,365,"r_d",0.6523,0,2005-04-25,2030-04-30,1,25,1,0,9,0,0,1,0,-3864,366,0.5139,85899,7,3,0
1848036,505.7,127972.39,502,"r_d",0.6869,0,2006-05-25,2031-05-31,1,25,1,0,9,0,0,1,0,0,502,0.1997,67675,8,14,0
3966099,1286.8,340015.6,378,"r_l",0.7559,0,2006-12-20,2036-12-31,1,30,1,0,9,0,0,1,0,0,378,0.6066,54259,4,5,0
8534650,574.11,94911.49,444,"r_d",0.2331,0,2007-05-24,2037-05-31,1,30,1,0,9,0,0,1,0,0,460,0.4704,83250,10,6,0
8452715,762.84,104257.5,417,"r_d",0.512,0,2006-11-09,2031-11-30,1,25,1,0,9,0,0,1,0,-250,452,1.0227,80344,6,7,0
4093539,388.9,85946.99,213,"r_h",0.8805,0,2007-03-22,2036-03-31,1,29,1,0,9,0,0,1,0,0,204,0.3282,58765,8,13,0
3337583,591.27,164732.04,494,"r_b",0.5028,0,2006-11-21,2016-11-30,1,10,1,0,9,0,0,1,0,0,570,0.5456,59077,6,4,0
8033354,565.4,139603.15,160,"r_d",0.7772,0,2006-05-08,2036-05-31,1,30,1,0,9,0,0,1,0,-384,204,1.0064,72372,9,8,0
1832358,761.06,188346.73,278,"r_e",0.2454,0,2006-11-02,2016-11-30,1,10,1,0,9,0,0,1,0,-3202,252,0.2768,61404,6,14,0
1909666,402.66,57664.72,363,"r_c",0.6812,0,2004-04-05,2034-04-30,1,30,1,0,9,0,0,1,0,0,356,0.4079,84614,9,4,0
8438164,152.21,16658.53,539,"r_i",0.1736,0,2005-08-31,2027-08-31,1,22,1,0,9,0,0,1,0,-2608,538,0.4908,56534,6,6,0
9023854,410.6,88083.64,227,"r_d",0.2409,0,2007-04-04,2027-04-30,1,20,1,0,9,0,0,1,0,-328,218,0.2915,38100,2,9,0
5252710,218.2,125401.41,406,"r_h",0.9391,0,2006-02-23,2035-02-28,1,29,1,0,9,1,0,1,0,-218,264,0.5557,38734,3,12,1
2425429,226,29211.8,469,"r_g",0.4817,0,2005-10-27,2030-10-31,1,25,1,0,9,0,0,1,0,-30,456,0.544,83592,9,5,0
7134595,721.74,99138.37,119,"r_e",0.1854,0,2007-05-22,2032-05-31,1,25,1,0,9,0,0,1,0,0,176,0.8329,73870,9,7,0
6063761,641.37,81090.98,518,"r_g",0.6634,0,2005-03-30,2030-03-31,1,25,1,0,9,0,0,1,0,-496,504,0.5132,40768,6,7,0
5705263,551.16,95579.7,561,"r_e",0.276,0,2005-06-20,2040-06-30,1,35,1,0,9,0,0,1,0,-2658,560,0.3757,72084,6,13,0
5130189,179.2,13311.42,361,"r_m",0.1167,0,2002-12-19,2027-12-31,1,25,1,0,9,0,0,1,0,-6206,362,0.6253,94446,6,10,0
7172370,771.56,172139.71,514,"r_b",0.8239,0,2005-08-10,2040-08-31,1,35,1,0,9,0,0,1,0,0,518,0.5079,62250,4,4,0
2451709,445.4,79204.01,473,"r_c",0.8025,0,2006-07-18,2041-07-31,1,35,1,0,9,0,0,1,0,-770,468,0.4512,79296,10,3,0
4564543,1056.22,154142.51,356,"r_c",1.0211,0,2006-12-18,2033-12-31,1,27,1,0,9,0,0,1,0,-230,348,0.5989,43677,6,7,0
7501286,651.7,71529.58,334,"r_c",0.4295,0.1298,2003-06-25,2027-06-30,2,24,1,0,9,0,0,1,0.897,-268,356,0.9229,38600,3,4,0
7809718,146.13,36685.73,343,"r_g",0.97,0,2005-07-04,2030-07-31,1,25,1,0,9,0,0,1,0,-30,446,0.2242,77889,5,14,0
3741667,931.26,147849.22,380,"r_d",0.5838,0,2005-09-15,2036-09-30,1,31,1,0,9,0,0,1,0,0,394,0.63,76731,9,8,0
4535656,387.3,102889.71,318,"r_e",0.3653,0.0798,2003-07-02,2028-07-31,2,25,1,0,9,0,0,1,0.8149,212,266,0.446,67975,9,7,0
6317615,448.49,81019.68,195,"r_c",0.8336,0,2007-05-08,2042-05-31,1,35,1,0,9,0,0,1,0,-724,186,0.379,52699,1,13,0
8382476,532.4,94252.51,375,"r_c",0.7582,0,2006-02-22,2041-02-28,1,35,1,0,9,0,0,1,0,0,376,0.3228,95729,7,11,0
5028198,1332.69,154456.8,446,"r_f",0.5354,0,2005-09-28,2028-09-30,1,23,1,0,9,0,0,1,0,0,402,0.5354,79764,10,3,0
5941201,715.9,95496.38,141,"r_g",0.8507,0,2007-04-12,2032-04-30,1,25,1,0,9,0,0,2,1.4842,246,130,0.8905,64891,4,7,0
3823552,811.7,197744.22,297,"r_a",0.9182,0,2005-10-17,2032-10-31,1,27,1,0,9,0,0,1,0,-5496,298,0.3665,37983,1,16,0
3682722,703.4,185883.99,505,"r_f",0.5197,0,2004-02-04,2029-02-28,1,25,1,0,9,0,0,1,0,-340,466,0.4768,76864,4,3,0
1848311,461.82,116138.43,307,"r_d",0.7544,0,2005-07-08,2030-07-31,1,25,1,0,9,0,0,1,0,0,284,0.3814,83603,11,13,0
4940776,673.6,52071.48,229,"r_d",0.248,0,2003-04-14,2019-04-30,1,16,1,0,9,0,0,2,2.5868,-12,198,0.4244,55706,8,6,0
2429741,661.81,67241.82,499,"r_e",0.2828,0,2006-05-09,2027-05-31,1,21,1,0,9,0,0,1,0,-4318,418,0.8186,65944,8,3,0
1316778,407.9,108203.09,470,"r_f",0.5069,0,2005-09-13,2022-09-30,1,17,1,0,9,0,0,1,0,-1840,474,0.7312,59361,3,10,0
5952964,536,74087.57,323,"r_i",0.7765,0,2007-05-30,2032-05-31,1,25,1,0,9,0,0,1,0,0,368,0.8046,40555,3,4,0
4699197,267.9,47902.56,471,"r_g",0.7646,0,2006-08-09,2041-08-31,1,35,1,0,9,0,0,1,0,-210,448,0.383,84997,8,11,0
7555242,790.86,101770.69,268,"r_l",0.6281,0,2005-10-26,2030-10-31,1,25,1,0,9,0,0,1,0,0,282,0.3791,69251,5,14,0
8431952,325.9,37927.29,350,"r_c",0.4715,0,2005-09-27,2028-09-30,1,23,1,0,9,0,0,1,0,0,492,0.2616,47947,4,11,0
4221098,1537.11,209038.72,208,"r_i",0.4537,1.7862,2006-05-09,2031-05-31,2,25,1,0,9,0,0,2,2.579,3946,188,0.3912,68530,4,15,0
5099527,262.15,35837.51,520,"r_c",0.2252,0,2006-11-17,2031-11-30,1,25,1,0,9,0,0,1,0,0,520,0.7773,67735,8,8,0
7092798,548.8,62054.9,472,"r_g",0.5702,0,2005-01-04,2028-01-31,1,23,1,0,9,0,0,1,0,0,496,0.609,75187,10,7,0
1910209,536.4,134661.65,464,"r_b",0.8395,0,2005-04-27,2030-04-30,1,25,1,0,9,0,0,1,0,-10,470,0.2407,44660,4,14,0
9601371,569.87,143047.4,411,"r_e",0.4379,0,2005-11-04,2025-11-30,1,20,1,0,9,0,0,1,0,-14,426,0.2729,42463,3,16,0
3833057,485.08,79915.97,276,"r_i",0.6369,0,2007-05-22,2037-05-31,1,30,1,0,9,0,0,1,0,-482,328,0.7729,81733,3,2,0
7171719,703.8,53883.7,540,"r_l",0.3695,0,2004-04-13,2023-04-30,1,19,1,0,9,0,0,1,0,0,540,0.5239,63246,8,7,0
4936342,652.8,117867.26,282,"r_m",0.7933,0,2007-02-15,2042-02-28,1,35,1,0,9,0,0,1,0,-274,266,0.3065,51488,2,13,0
7897365,350.4,56132.38,502,"r_c",0.5831,0,2006-11-01,2036-11-30,1,30,1,0,9,0,0,1,0,-22,440,0.5942,34169,4,4,0
9592828,420.28,52583.18,477,"r_i",0.59,0,2005-03-24,2030-03-31,1,25,1,0,9,0,0,1,0,-98,482,0.4045,43261,5,9,0
6444874,234.4,58669.11,454,"r_i",0.9577,0,2007-05-25,2032-05-31,1,25,1,0,9,0,0,1,0,-114,464,0.2804,85158,11,15,0
1317948,486.83,127534.34,286,"r_g",0.8171,0,2005-06-28,2018-06-30,1,13,1,0,9,0,0,1,0,0,250,0.6622,99099,12,2,0
3126447,750.56,122569.63,352,"r_c",0.7675,0,2006-12-12,2036-12-31,1,30,1,0,9,0,0,1,0,-1394,346,0.4056,71356,8,3,0
5701893,763.04,84699.66,490,"r_b",0.345,0,2005-06-01,2035-06-30,1,30,1,0,9,0,0,1,0,-83248,502,0.5673,51156,5,7,0
2737041,559.4,100028.26,494,"r_l",0.7465,0,2006-08-31,2041-08-31,1,35,1,0,9,0,0,1,0,0,488,0.7428,55501,10,9,0
5512049,300.78,53486.58,NA,"r_g",0.8612,0,2005-05-25,2040-05-31,1,35,1,0,9,0,0,1,0,0,NA,0.4269,52303,2,4,0
2606697,830.37,108209.96,496,"r_l",0.8239,0,2005-09-27,2030-09-30,1,25,1,0,9,0,0,1,0,0,526,0.485,88475,10,9,0
9912564,548.75,36907,554,"r_e",0.3999,0,2005-04-28,2022-04-30,1,17,1,0,9,0,0,1,0,-2,534,0.3626,61377,4,11,0
3327422,689.23,66844.86,520,"r_g",0.7404,0,2005-12-02,2025-12-31,1,20,1,0,9,0,0,1,0,-368,520,0.4399,58837,6,7,0
5228043,381.4,60529.35,422,"r_e",0.3145,0,2006-07-27,2036-07-31,1,30,1,0,9,0,0,1,0,0,422,0.4994,65542,6,3,0
3054476,268.94,34456.56,234,"r_i",0.5746,0,2005-11-04,2030-11-30,1,25,1,0,9,1,0,1,0,0,242,0.9255,72237,6,11,1
2946060,521.76,53563.95,273,"r_i",0.5863,0,2006-07-19,2026-07-31,1,20,1,0,9,0,0,1,0.991,516,356,0.5047,78329,7,5,0
3753784,369.86,50344.51,340,"r_l",0.7844,0,2007-04-11,2032-04-30,1,25,1,0,9,0,0,1,0,0,350,0.375,64549,5,10,0
2103225,1684.1,211631,403,"r_d",0.6079,0,2004-09-09,2029-09-30,1,25,1,0,9,0,0,1,0,-350,502,0.2717,69469,10,14,0
3743439,881.43,161787.35,NA,"r_h",0.6758,0,2007-05-04,2032-05-31,1,25,1,0,9,0,0,1,0,0,NA,0.1857,41344,5,11,0
4474493,293.8,74471.71,237,"r_g",0.9678,0,2006-09-13,2031-09-30,1,25,1,0,9,0,0,1,0,0,224,0.4442,43823,4,7,0
1991721,565.1,86507.64,174,"r_b",0.5827,0,2005-10-18,2035-10-31,1,30,1,0,9,0,0,1,0,-102,202,0.3921,60206,10,11,0
3372104,1441.94,170059.01,528,"r_d",0.3563,0,2005-01-13,2030-01-31,1,25,1,0,9,0,0,1,0,-39898,530,0.5891,67259,6,4,0
2471242,455.5,61075.34,482,"r_e",0.3936,0,2006-08-04,2031-08-31,1,25,1,0,9,0,0,1,0,0,482,0.6624,53891,4,8,0
7889331,678.3,171327.29,348,"r_f",0.6167,0,2006-07-25,2031-07-31,1,25,1,0,9,0,0,1,0,-678,314,0.6345,53303,1,8,0
3976036,577.02,152248.55,314,"r_a",1.0457,0,2005-11-16,2028-11-30,1,23,1,0,9,0,0,1,0.8266,476,342,0.4292,71215,6,4,0
7766905,911.95,240888.97,543,"r_b",0.6867,0,2006-02-23,2021-02-28,1,15,1,0,9,0,0,1,0,-222,536,0.7904,62865,9,11,0
7666011,987.36,161265.41,563,"r_d",0.6905,0,2006-10-18,2036-10-31,1,30,1,0,9,0,0,1,0,0,550,0.6036,60741,4,4,0
5168930,837.13,222518.17,497,"r_d",0.7224,1.5434,2007-01-04,2020-01-31,2,13,1,0,9,1,0,2,1.5434,814,502,0.8483,106892,4,7,1
4193714,907.54,87202.81,318,"r_h",0.7002,0,2003-11-18,2025-11-30,1,22,1,0,9,0,0,1,0,0,278,0.461,55061,5,3,0
3884886,459.48,59157.89,468,"r_c",0.7032,0,2005-11-01,2030-11-30,1,25,1,0,9,0,0,1,0,0,466,0.5159,47274,5,10,0
2699051,516.61,136468.72,NA,"r_c",0.7783,0,2005-09-13,2025-09-30,1,20,1,0,9,0,0,1,0,-12504,398,0.4202,69071,8,4,0
8879788,296.1,28663.61,538,"r_i",0.3916,0,2006-04-10,2036-04-30,1,30,1,0,9,0,0,1,0,-14044,538,0.636,67670,10,10,0
6095005,280.68,36283.08,308,"r_a",0.5679,0,2005-11-04,2030-11-30,1,25,1,0,9,0,0,1,0,0,308,0.3518,53258,5,15,0
8789301,834.8,73348.69,278,"r_i",0.5137,1.767,2005-11-28,2024-11-30,2,19,1,0,9,1,0,2,2.9534,2466,286,0.6811,41828,3,9,1
2462337,360.5,56140.47,516,"r_l",0.7381,0,2005-11-18,2035-11-30,1,30,1,0,9,0,0,1,0,0,506,0.2625,76713,8,12,0
1873590,359.99,95121.12,306,"r_e",0.3945,0,2006-12-19,2026-12-31,1,20,1,0,9,0,0,1,0,-434,306,0.3372,46278,4,12,0
2376386,493.29,7185.4,517,"r_e",0.3015,0,2006-12-18,2016-12-31,1,10,1,0,9,0,0,1,0,0,516,0.528,87967,7,11,0
4049563,79.77,21084.66,542,"r_i",0.1392,0,2004-11-16,2029-11-30,1,25,1,0,9,0,0,1,0,-2,542,0.8173,44710,4,7,0
1062801,346.04,61722.82,374,"r_e",0.1508,0,2006-09-20,2041-09-30,1,35,1,0,9,0,0,1,0,-8,400,0.6796,83565,7,4,0
2871364,1011.6,18549.87,572,"r_h",0.076,0,2002-04-30,2017-04-30,1,15,1,0,9,0,0,1,0,0,566,0.4023,64341,10,3,0
2957269,859.94,114286.13,343,"r_c",0.7679,0,2006-04-05,2031-04-30,1,25,1,0,9,0,0,1,0,-32,326,0.4106,63858,9,2,0
3096903,459.5,115783.16,343,"r_a",0.8563,0,2005-12-13,2030-12-31,1,25,1,0,9,0,0,1,0,-328,320,0.1868,51120,4,11,0
4019013,422.46,41250.61,427,"r_g",0.4813,0,2005-08-25,2030-08-31,1,25,1,0,9,0,0,1,0,-17796,404,0.7407,69850,4,3,0
3461114,585.1,91099.96,440,"r_h",0.7049,0,2005-11-22,2035-11-30,1,30,1,0,9,0,0,1,0,-6,440,0.4031,47712,2,5,0
9579301,387.7,98962.7,205,"r_l",0.898,1,2006-07-13,2036-07-31,2,30,1,0,9,0,0,2,1,388,198,0.8051,66875,7,10,0
7089380,479.65,61028.24,539,"r_e",0.3369,0,2005-08-03,2030-08-31,1,25,1,0,9,0,0,1,0,-366,528,0.3419,50356,2,15,0
8047928,286.7,72362.17,330,"r_i",0.8487,0,2006-06-15,2036-06-30,1,30,1,0,9,0,0,1,0,0,286,0.6822,52371,5,12,0
8170127,154.52,14084.53,543,"r_b",0.0457,0,2002-01-28,2025-01-31,1,23,1,0,9,0,0,1,0,-80000,534,0.4556,52724,1,6,0
3620304,681.25,180034.85,463,"r_d",0.7064,0,2007-04-02,2022-04-30,1,15,1,0,9,0,0,1,0,0,464,0.5816,36280,5,6,0
3185148,491.8,134542.32,391,"r_h",0.7655,0,2003-06-23,2028-06-30,1,25,1,0,9,0,0,1,0,-6,428,0.4526,71063,8,11,0
4561644,609.57,77198.25,448,"r_g",0.7519,0,2005-03-02,2030-03-31,1,25,1,0,9,0,0,1,0,0,434,0.775,59913,7,6,0
7427265,643.78,87078.21,440,"r_m",0.6723,0,2006-12-08,2031-12-31,1,25,1,0,9,0,0,1,0,-314,458,0.5314,67118,9,9,0
8168188,520.47,131008.93,163,"r_g",1.0179,0,2006-05-03,2036-05-31,1,30,1,0,9,0,0,1,0,-4992,152,0.6415,74054,7,4,0
1438370,139.85,7044.52,532,"r_m",0.0617,0,2003-05-27,2020-05-31,1,17,1,0,9,0,0,1,0,-1530,554,0.1786,92129,6,13,0
2433060,113.62,30022.7,425,"r_d",0.1502,0,2006-07-31,2021-07-31,1,15,1,0,9,0,0,1,0,0,426,0.427,57925,5,6,0
5536165,487.4,31945.3,473,"r_d",0.0834,0,2002-01-16,2022-01-31,1,20,1,0,9,0,0,1,0,0,484,0.5432,61791,4,4,0
1254551,441.8,104281.42,266,"r_d",0.7655,0,2007-02-15,2032-02-29,1,25,1,0,9,0,0,1,0,-5682,266,0.5304,47145,2,4,0
2886950,933,75229.34,350,"r_i",0.4224,0,2006-09-21,2023-09-30,1,17,1,0,9,0,0,1,0,0,350,0.4072,89038,11,5,0
6393983,505.67,78963.76,390,"r_c",0.6814,0,2006-07-11,2036-07-31,1,30,1,0,9,0,0,1,0.1137,-58,398,0.5295,41506,3,10,0
2417822,617.3,98901.34,505,"r_h",0.8045,0,2006-11-24,2036-11-30,1,30,1,0,9,0,0,1,0,0,506,0.6325,79868,8,7,0
1901916,306.5,54506.55,431,"r_i",0.5778,0,2006-03-21,2041-03-31,1,35,1,0,9,0,0,1,0,0,374,0.4515,55372,6,9,0
5499873,336,89980.89,194,"r_d",0.4782,0,2004-11-09,2027-11-30,1,23,1,0,9,0,0,2,1,336,194,0.2943,68393,6,14,0
8796368,934.1,200980.8,247,"r_g",1.0034,1.4645,2004-03-02,2029-03-31,2,25,1,0,9,0,0,2,2.6517,1974,244,0.5559,38723,2,11,0
8946039,949.2,133208.69,515,"r_l",0.6916,0,2004-08-13,2034-08-31,1,30,1,0,9,0,0,1,0,-6360,516,0.4633,30368,2,10,0
7867663,577.72,74964.45,334,"r_h",0.4616,0,2006-12-20,2031-12-31,1,25,1,0,9,0,0,1,0,0,322,0.5787,68714,7,10,0
5629464,624.4,104941.89,380,"r_f",0.3286,0,2005-10-24,2030-10-31,1,25,1,0,9,0,0,1,0,-170,380,0.4297,87674,11,3,0
1299436,437.9,76782.46,531,"r_e",0.4433,0,2006-02-10,2041-02-28,1,35,1,0,9,0,0,1,0,-250,536,0.5917,74243,10,12,0
6106511,797.9,94671.98,385,"r_d",0.3971,0,2003-10-17,2028-10-31,1,25,1,0,9,0,0,1,0,0,386,0.3764,38488,5,13,0
3079225,794.5,141915.58,238,"r_m",0.6101,0.798,2006-03-28,2041-03-31,2,35,1,0,9,0,0,1,0.9931,768,252,0.6232,83005,9,8,0
4913838,871.04,113306.69,392,"r_g",0.7759,0,2006-01-30,2031-01-31,1,25,1,0,9,0,0,1,0,-32,300,0.3977,56751,10,11,0
9022171,83.1,17941.21,464,"r_i",0.1878,0,2004-01-15,2029-01-31,1,25,1,0,9,0,0,1,0,-3618,496,0.3616,73708,8,14,0
7250735,332.52,51277.77,313,"r_e",0.3602,0,2006-09-26,2035-09-30,1,29,1,0,9,0,0,1,0,-36,360,0.3554,85869,10,13,0
4789310,564.95,99137.97,417,"r_h",0.8591,0,2005-11-16,2040-11-30,1,35,1,0,9,0,0,1,0,-714,430,0.5728,72725,8,5,0
7858458,466,73609.61,517,"r_e",0.2444,0,2006-05-16,2036-05-31,1,30,1,0,9,0,0,1,0,0,512,0.8329,56838,8,5,0
6492483,441.57,60556.43,360,"r_i",0.7786,0,2007-05-22,2032-05-31,1,25,1,0,9,0,0,1,0,-20,360,0.3018,90933,3,15,0
5337659,295.93,47932.15,515,"r_i",0.3825,0,2005-06-23,2030-06-30,1,25,1,0,9,0,0,1,0,-3868,506,0.2383,47261,4,15,0
6945359,392.14,39208.88,475,"r_m",0.1333,0,2006-04-20,2026-04-30,1,20,1,0,9,0,0,1,0,0,484,0.3867,63714,3,12,0
5737866,522.6,88533.76,229,"r_c",0.768,0.7864,2006-06-20,2040-06-30,2,34,1,0,9,0,0,1,0.7864,410,216,0.4793,51364,3,5,0
2367352,1099.8,297460.51,244,"r_f",0.7843,0,2002-08-19,2022-08-31,1,20,1,0,9,0,0,1,0,-152,244,0.4261,64080,6,9,0
4667535,426.73,112759.93,535,"r_c",0.8464,0,2006-03-02,2030-03-31,1,24,1,0,9,0,0,1,0,0,536,0.4742,100495,7,3,0
8748632,1529.6,385926.31,298,"r_d",0.6678,0,2006-08-22,2031-08-31,1,25,1,0,9,0,0,2,1.4495,0,282,0.4332,75484,4,12,0
9488963,299.5,39331.06,315,"r_i",0.6283,0,2006-02-17,2031-02-28,1,25,1,0,9,0,0,1,0,-72,352,0.433,49111,5,4,0
1347886,610.66,161344.46,483,"r_i",0.6598,0,2006-11-28,2016-11-30,1,10,1,0,9,0,0,1,0,0,482,0.4816,43129,3,7,0
9206850,494.8,124689.74,459,"r_b",0.7034,0,2005-11-17,2020-11-30,1,15,1,0,9,0,0,1,0,0,448,0.234,69829,11,12,0
3903550,436.33,60920.46,453,"r_i",0.7665,0,2007-05-29,2032-05-31,1,25,1,0,9,0,0,1,0,0,488,0.2052,59094,10,11,0
5818601,824.2,131124.79,291,"r_d",0.6516,0,2006-08-02,2036-08-31,1,30,1,0,9,0,0,1,0,-658,280,0.2391,34717,5,12,0
3467083,527.6,84708.33,515,"r_e",0.3332,0,2006-12-18,2036-12-31,1,30,1,0,9,0,0,1,0,0,512,0.5709,66196,9,9,0
2085476,496.32,123924.84,435,"r_m",0.6014,0,2006-11-27,2016-11-30,1,10,1,0,9,0,0,1,0,-14752,436,0.361,52364,4,14,0
3752108,840.9,85530.24,433,"r_h",0.5723,0,2006-07-27,2026-07-31,1,20,1,0,9,0,0,1,0,0,434,0.5274,42672,4,13,0
4149309,319.39,407729.76,518,"r_c",0.5757,0,2003-10-30,2019-10-31,1,16,1,0,9,0,0,1,0,0,534,0.7596,71694,5,3,0
8439127,516.4,69202.52,263,"r_e",0.4052,0,2005-06-10,2030-06-30,1,25,1,0,9,0,0,1,0.2829,0,270,0.5895,49675,2,4,0
9961094,1158.99,111712.11,343,"r_d",0.4427,0,2005-12-13,2025-12-31,1,20,1,0,9,0,0,1,0,-524,356,0.3872,71191,9,14,0
4267255,649,205461.36,243,"r_f",0.3252,0,2003-10-31,2015-10-31,1,12,1,0,9,0,1,1,0,-34156,280,0.8898,33084,2,7,1
1336863,401.14,105987.43,496,"r_e",0.238,0,2005-06-30,2025-06-30,1,20,1,0,9,0,0,1,0,0,516,0.605,61121,8,4,0
6031015,471.8,73429.49,384,"r_c",0.6904,0,2005-10-18,2035-10-31,1,30,1,0,9,0,0,1,0,0,434,0.5087,59634,7,8,0
2674384,304.5,40535.35,332,"r_g",0.6619,0,2006-06-01,2031-06-30,1,25,1,0,9,0,0,1,0,0,300,0.5331,48963,3,6,0
9520313,449.3,109865.13,273,"r_m",0.897,0,2006-11-23,2031-11-30,1,25,1,0,9,0,0,1,0,0,296,0.6089,74301,7,11,0
6351754,434.53,118586.43,229,"r_c",0.8969,0,2003-03-27,2024-03-31,1,21,1,0,9,0,0,1,0,-2196,254,0.4464,62388,7,5,0
2363464,960.36,147213.48,435,"r_d",0.6493,0,2003-02-27,2035-02-28,1,32,1,0,9,0,0,1,0,-5192,388,0.457,45697,6,9,0
3388348,76.85,93152.74,472,"r_g",0.8765,0,2006-12-22,2029-12-31,1,23,1,0,9,0,0,1,0,0,486,0.4353,83150,10,3,0
4148395,437.7,68067.71,318,"r_h",0.5947,0,2005-08-09,2035-08-31,1,30,1,0,9,0,0,1,0,0,238,0.6091,61593,7,10,0
1841908,881.36,140644.83,421,"r_i",0.7608,0,2006-11-27,2036-11-30,1,30,1,0,9,0,0,1,0,0,440,0.6416,46665,6,7,0
8687431,454.6,55816.86,380,"r_i",0.6134,0,2006-09-21,2029-09-30,1,23,1,0,9,0,0,1,0,-20,352,0.4592,47339,2,4,0
6467022,184.16,20579.56,492,"r_c",0.175,0,2005-06-03,2025-06-30,1,20,1,0,9,0,0,1,0,-132,464,0.366,75531,8,11,0
2487184,494.88,67089.28,333,"r_l",0.768,0,2007-02-09,2032-02-29,1,25,1,0,9,0,0,1,0,-4,334,0.3903,58736,3,13,0
1060696,540.3,97316.83,334,"r_c",0.8442,0,2006-12-07,2041-12-31,1,35,1,0,9,0,0,1,0,0,366,0.3093,54467,4,14,0
4570294,598.37,64571.78,399,"r_d",0.4856,0,2007-04-23,2027-04-30,1,20,1,0,9,0,0,1,0,0,360,0.623,68922,6,3,0
8373616,364.63,46935.41,501,"r_g",0.2598,0,2005-07-28,2030-07-31,1,25,1,0,9,0,0,1,0,-306,518,0.3999,92551,9,15,0
