id,OVD_t1,OVD_t2,OVD_t3,OVD_sum,pay_normal,prod_code,prod_limit,update_date,new_balance,highest_balance,report_date
58991158,0,0,0,0,2,0,,01/11/2016,17556.0,21400.0,
59001138,0,0,0,0,2,0,,01/11/2016,24000.0,30500.0,
59004654,0,0,0,0,1,10,129800.0,05/10/2016,17748.0,15290.0,
59003954,0,0,0,0,1,5,,04/10/2016,355164.0,295500.0,
58987402,0,0,0,0,1,0,,04/10/2016,42000.0,35500.0,
58996773,0,0,0,0,2,1,,04/10/2016,137853.6,115378.0,
58994744,0,0,0,0,2,10,105600.0,03/10/2016,1.2,3766.0,04/12/2016
54992094,0,0,0,0,2,6,,03/10/2016,25182.0,21485.0,
58986751,0,0,0,0,1,5,,02/10/2016,60000.0,50500.0,
58987276,0,0,0,0,3,7,,02/10/2016,540000.0,460500.0,19/03/2016
59005254,0,0,0,0,5,10,,01/10/2016,2496.0,19187.0,16/05/2016
54991896,0,0,0,0,1,6,,05/09/2016,21600.0,27500.0,
54988051,0,0,0,0,1,10,116600.0,04/09/2016,32210.4,27341.0,
58988092,0,0,0,0,2,5,,04/09/2016,180000.0,150500.0,
58995877,0,0,0,0,2,0,,04/09/2016,14616.0,17900.0,
58995877,0,0,0,0,2,0,,04/09/2016,1798.8,1999.0,
54988154,0,0,0,0,1,10,,04/09/2016,25921.2,22101.0,
58994035,0,0,0,0,1,10,57200.0,03/09/2016,15753.6,13627.0,
58993990,0,0,0,0,1,24,,03/09/2016,360000.0,300500.0,
58994019,0,0,0,0,2,0,,03/09/2016,21831.6,26490.0,
54992357,0,0,0,0,3,10,104500.0,02/09/2016,92110.8,77258.0,05/04/2016
54984524,0,0,0,0,2,10,100100.0,02/09/2016,70514.4,59262.0,
59001175,0,0,0,0,1,10,63800.0,02/09/2016,2050.8,2208.0,
58994856,0,0,0,0,3,10,58300.0,02/09/2016,13995.6,53414.0,20/04/2016
54992357,0,0,0,0,3,10,,02/09/2016,0.0,15046.0,03/11/2016
59005571,0,0,0,0,4,10,,02/09/2016,14786.4,22327.0,05/08/2016
58982387,0,0,0,0,2,10,110000.0,01/09/2016,26428.8,27303.0,
58996590,0,0,0,0,2,2,,01/09/2016,1547596.8,1296347.0,
58994986,0,0,0,0,4,5,,01/09/2016,213292.8,183500.0,25/03/2016
59005708,0,0,0,0,1,1,,05/08/2016,513638.4,428532.0,
59005099,0,0,0,0,2,0,,04/08/2016,24000.0,30500.0,
58993461,0,0,0,0,2,10,,03/08/2016,3356.4,3297.0,
58995151,0,0,0,0,2,6,,03/08/2016,16848.0,14540.0,
58992482,0,0,0,0,1,10,85800.0,02/08/2016,38505.6,32587.0,26/02/2016
58991158,0,0,0,0,1,10,82500.0,02/08/2016,81030.0,68025.0,
54987053,0,0,0,0,2,0,,02/08/2016,2325.6,2681.0,
58993992,0,0,0,0,1,10,,02/08/2016,18000.0,15500.0,
54987053,0,0,0,0,2,0,,02/08/2016,48000.0,50500.0,
59001951,0,0,0,0,2,6,,02/08/2016,29748.0,43000.0,
59003535,0,0,0,0,3,6,,01/08/2016,23328.0,35500.0,21/02/2016
58986444,0,0,0,0,2,10,,01/08/2016,0.0,3549.0,02/09/2016
58987491,0,0,0,0,2,10,127600.0,03/07/2016,46910.4,49591.0,16/04/2016
59003268,0,0,0,0,2,6,,03/07/2016,13945.2,12121.0,
58988166,0,0,0,0,3,10,,03/07/2016,5451.6,16150.0,18/05/2016
54984727,0,0,0,0,2,13,,03/07/2016,46431.6,41100.0,26/03/2016
54988259,0,0,0,0,3,10,70400.0,02/07/2016,39973.2,34710.0,05/07/2016
58995813,0,0,0,0,4,6,,02/07/2016,7200.0,12500.0,22/04/2016
59003975,0,0,0,0,1,10,182600.0,01/07/2016,24327.6,20773.0,
54988427,0,0,0,0,5,6,,01/07/2016,32262.0,44500.0,22/04/2016
54987715,0,0,0,0,4,6,,01/07/2016,27679.2,29334.0,04/02/2016
54988259,0,0,0,0,1,6,,05/06/2016,9998.4,13000.0,
54992448,0,0,0,0,1,5,,05/06/2016,180000.0,150500.0,
54988259,0,0,0,0,1,6,,05/06/2016,14400.0,18500.0,
59003000,0,0,0,0,1,10,69300.0,04/06/2016,39766.8,33639.0,
59006139,0,0,0,0,2,10,,04/06/2016,27901.2,23751.0,05/09/2016
58994468,0,0,0,0,1,13,,04/06/2016,47875.2,42500.0,
58993373,0,0,0,0,1,6,,04/06/2016,11116.8,14400.0,
58988028,0,0,0,0,2,6,,04/06/2016,35868.0,30390.0,
58992868,0,0,0,0,1,10,68200.0,03/06/2016,6244.8,5704.0,
59005496,0,0,0,0,2,10,,03/06/2016,27297.6,23248.0,27/04/2016
58995303,0,0,0,0,3,10,82500.0,02/06/2016,24252.0,50050.0,04/09/2016
59002619,0,0,0,0,1,10,61600.0,02/06/2016,6177.6,5648.0,
58993467,0,0,0,0,2,10,44000.0,02/06/2016,47262.0,39884.0,28/02/2016
58987077,0,0,0,0,2,10,33000.0,02/06/2016,31924.8,27104.0,26/02/2016
59004779,0,0,0,0,4,6,,02/06/2016,15120.0,21500.0,19/04/2016
54991585,0,0,0,0,3,10,,02/06/2016,0.0,,
54984913,0,0,0,0,4,5,,02/06/2016,204925.2,179500.0,20/03/2016
58991158,0,0,0,0,1,10,,02/06/2016,28742.4,,
54987316,0,0,0,0,3,10,22000.0,01/06/2016,21976.8,19800.0,21/02/2016
59005881,0,0,0,0,1,10,69300.0,31/05/2016,685.2,1071.0,
59005860,0,0,0,0,1,5,,28/05/2016,240000.0,200500.0,
59005543,0,0,0,0,1,10,526900.0,17/05/2016,288790.8,241159.0,
54984978,0,0,0,0,1,5,,17/05/2016,190800.0,159500.0,
58995877,0,0,0,0,1,10,55000.0,15/05/2016,2050.8,2208.0,
58988092,0,0,0,0,1,6,,15/05/2016,37680.0,31900.0,
58988092,0,0,0,0,1,6,,15/05/2016,30000.0,25500.0,
58988287,0,0,0,0,1,10,99000.0,14/05/2016,685.2,1071.0,
59005266,0,0,0,0,1,10,78100.0,14/05/2016,4102.8,3918.0,
54988630,0,0,0,0,2,6,,13/05/2016,18973.2,20265.0,
58995813,0,0,0,0,2,10,55000.0,04/05/2016,4444.8,47225.0,15/05/2016
59001486,0,0,0,0,1,10,346500.0,03/05/2016,2865.6,2888.0,
54984810,0,0,0,0,2,10,66000.0,03/05/2016,14347.2,16139.0,04/09/2016
54988422,0,0,0,0,3,10,33000.0,03/05/2016,4760.4,4467.0,15/04/2016
58995594,0,0,0,0,3,10,,03/05/2016,1066.8,36632.0,15/05/2016
54988329,0,0,0,0,2,5,,03/05/2016,59666.4,67500.0,04/10/2016
54987215,0,0,0,0,2,6,,03/05/2016,17157.6,21950.0,
58996840,0,0,0,0,2,10,,03/05/2016,5821.2,5351.0,05/07/2016
59002016,0,0,0,0,1,10,,03/05/2016,684.0,1070.0,
54984680,0,0,0,0,3,10,,02/05/2016,12396.0,8080.0,04/09/2016
59005303,0,0,0,0,4,10,,02/05/2016,35043.6,29703.0,05/09/2016
59001917,0,0,0,0,2,10,,02/05/2016,22764.0,19470.0,02/11/2016
59002945,0,0,0,0,3,10,,02/05/2016,2386.8,3173.0,21/03/2016
54991086,0,0,0,0,4,10,106700.0,01/05/2016,104354.4,98609.0,17/04/2016
59004333,0,0,0,0,5,10,79200.0,01/05/2016,80415.6,69991.0,26/04/2016
59003358,0,0,0,0,4,10,49500.0,01/05/2016,33427.2,40557.0,15/04/2016
59002037,0,0,0,0,3,10,44000.0,01/05/2016,16880.4,14566.0,25/02/2016
58988287,0,0,0,0,1,10,,26/04/2016,6175.2,5646.0,
59005841,0,0,0,0,2,10,,24/04/2016,0.0,,
58995703,0,0,0,0,1,10,,21/04/2016,253.2,711.0,
58995703,0,0,0,0,1,10,,21/04/2016,253.2,711.0,
58996591,0,0,0,0,2,10,88000.0,17/04/2016,2805.6,5826.0,20/05/2016
59003325,0,0,0,0,1,10,64900.0,17/04/2016,888.0,1240.0,
59003249,0,0,0,0,1,10,46200.0,17/04/2016,4102.8,3918.0,
58997200,0,0,0,0,2,2,,17/04/2016,4437040.8,4225500.0,
59003959,0,0,0,0,1,10,,17/04/2016,0.0,,
54988522,0,0,0,0,1,10,66000.0,16/04/2016,682.8,1068.0,
54984435,0,0,0,0,1,10,27500.0,16/04/2016,496.8,,
58994986,0,0,0,0,1,10,,16/04/2016,0.0,,
54991108,0,0,0,0,1,10,,16/04/2016,0.0,,
58987886,0,0,0,0,2,0,,16/04/2016,66806.4,55500.0,18/05/2016
58994712,0,0,0,0,1,10,101200.0,14/04/2016,14290.8,12408.0,
58997200,0,0,0,0,2,5,,13/04/2016,863940.0,718201.0,19/04/2016
58997200,0,0,0,0,2,0,,13/04/2016,636720.0,531100.0,
58995842,0,0,0,0,1,10,42900.0,05/04/2016,682.8,1068.0,
59004141,0,0,0,0,1,10,,05/04/2016,0.0,,
58997183,0,0,0,0,1,6,,04/04/2016,30109.2,26500.0,05/06/2016
58995594,0,0,0,0,2,19,,04/04/2016,1430811.6,1207032.0,
54991827,0,0,0,0,3,10,60500.0,03/04/2016,24163.2,24036.0,24/04/2016
54987381,0,0,0,0,1,10,55000.0,03/04/2016,2302.8,3719.0,20/03/2016
58987886,0,0,0,0,3,10,,03/04/2016,-6.0,1515.0,24/04/2016
58987512,0,0,0,0,1,5,,03/04/2016,240000.0,200500.0,
58987931,0,0,0,0,3,6,,02/04/2016,46923.6,49379.0,20/03/2016
58987232,0,0,0,0,5,10,118800.0,01/04/2016,145.2,1068.0,03/08/2016
59005490,0,0,0,0,5,10,93500.0,01/04/2016,-1.2,85473.0,02/12/2016
58996172,0,0,0,0,3,10,,01/04/2016,80880.0,67900.0,18/04/2016
59001195,0,0,0,0,2,1,,01/04/2016,724740.0,470500.0,
58988263,0,0,0,0,3,10,82500.0,30/03/2016,0.0,44452.0,06/12/2016
58987200,0,0,0,0,1,10,,29/03/2016,3248.4,3207.0,
59004680,0,0,0,0,2,10,201300.0,28/03/2016,2649.6,10223.0,14/05/2016
58995283,0,0,0,0,1,10,,28/03/2016,0.0,,
58994781,0,0,0,0,1,5,,28/03/2016,350953.2,290500.0,
59002087,0,0,0,0,1,10,105600.0,27/03/2016,7202.4,6501.0,
54984634,0,0,0,0,1,10,48400.0,27/03/2016,56890.8,47908.0,
59002775,0,0,0,0,1,10,189200.0,26/03/2016,6838.8,6198.0,
58994224,0,0,0,0,1,10,129800.0,26/03/2016,124102.8,103918.0,
59004235,0,0,0,0,1,6,,26/03/2016,24000.0,20500.0,
58996127,0,0,0,0,2,6,,26/03/2016,16800.0,24500.0,22/04/2016
59004235,0,0,0,0,1,6,,26/03/2016,14400.0,18500.0,
58992711,0,0,0,0,1,10,110000.0,25/03/2016,4102.8,3918.0,
58987375,0,0,0,0,1,10,16500.0,23/03/2016,493.2,911.0,
54991108,0,0,0,0,1,6,,23/03/2016,62388.0,52490.0,
58995381,0,0,0,0,1,5,,22/03/2016,180000.0,150500.0,
59004757,0,0,0,0,1,5,,21/03/2016,728560.8,600500.0,
58992285,0,0,0,0,1,10,74800.0,20/03/2016,7870.8,7058.0,
58992285,0,0,0,0,1,10,74800.0,20/03/2016,7870.8,7058.0,
58988263,0,0,0,0,2,10,283800.0,19/03/2016,130521.6,111325.0,05/07/2016
58996069,0,0,0,0,1,10,116600.0,19/03/2016,684.0,1070.0,
54988214,0,0,0,0,1,5,,19/03/2016,125208.0,109500.0,04/05/2016
54990604,0,0,0,0,1,10,119900.0,18/03/2016,4102.8,3918.0,
54987763,0,0,0,0,2,10,118800.0,18/03/2016,12508.8,12699.0,25/04/2016
58995231,0,0,0,0,2,10,88000.0,18/03/2016,10436.4,9197.0,05/10/2016
54984634,0,0,0,0,1,5,,18/03/2016,384000.0,320500.0,
59004540,0,0,0,0,1,26,,18/03/2016,0.0,50500.0,
59003330,0,0,0,0,2,10,,18/03/2016,10288.8,9074.0,
54991108,0,0,0,0,2,0,,18/03/2016,16296.0,19900.0,
54988666,0,0,0,0,3,6,,18/03/2016,63998.4,80500.0,22/04/2016
58993461,0,0,0,0,1,5,,18/03/2016,360000.0,300500.0,
58996802,0,0,0,0,3,6,,17/03/2016,23520.0,28500.0,19/04/2016
58995813,0,0,0,0,3,6,,17/03/2016,24360.0,29500.0,22/04/2016
58987142,0,0,0,0,1,10,104500.0,16/03/2016,19441.2,16700.0,
58994493,0,0,0,0,2,10,68200.0,16/03/2016,55249.2,46540.0,14/04/2016
58988044,0,0,0,0,1,10,,16/03/2016,1026.0,,
59005571,0,0,0,0,2,10,70400.0,15/03/2016,7281.6,6568.0,
59003535,0,0,0,0,1,5,,15/03/2016,120000.0,100500.0,
59002945,0,0,0,0,1,5,,15/03/2016,153600.0,128500.0,
58994607,0,0,0,0,2,0,,15/03/2016,48448.8,48950.0,
54988608,0,0,0,0,3,10,,15/03/2016,3069.6,15871.0,27/04/2016
58993369,0,0,0,0,1,10,112200.0,14/03/2016,2050.8,2208.0,
59004230,0,0,0,0,2,10,55000.0,14/03/2016,9046.8,8039.0,22/04/2016
58994284,0,0,0,0,2,5,,14/03/2016,120000.0,100500.0,
59004235,0,0,0,0,2,10,,14/03/2016,3961.2,3801.0,
59003535,0,0,0,0,1,0,,14/03/2016,14280.0,17500.0,
58987926,0,0,0,0,2,10,69300.0,13/03/2016,35757.6,32018.0,22/04/2016
54992046,0,0,0,0,2,10,49500.0,13/03/2016,11551.2,10126.0,25/04/2016
54988259,0,0,0,0,3,10,48400.0,13/03/2016,11256.0,19831.0,05/11/2016
58995283,0,0,0,0,1,5,,13/03/2016,300000.0,250500.0,
58995151,0,0,0,0,2,6,,13/03/2016,17131.2,16816.0,
58994019,0,0,0,0,2,10,,13/03/2016,5700.0,5250.0,
58988092,0,0,0,0,1,10,63800.0,05/03/2016,55908.0,47090.0,
59005099,0,0,0,0,3,10,110000.0,04/03/2016,114994.8,100612.0,20/05/2016
59003524,0,0,0,0,1,10,108900.0,04/03/2016,28654.8,24379.0,
54988581,0,0,0,0,2,10,66000.0,04/03/2016,33946.8,28789.0,13/05/2016
54984978,0,0,0,0,2,10,45100.0,04/03/2016,53857.2,45381.0,19/05/2016
58995151,0,0,0,0,1,6,,04/03/2016,41706.0,52639.0,04/03/2016
58996069,0,0,0,0,1,6,,02/03/2016,24000.0,30500.0,
58987961,0,0,0,0,4,5,,02/03/2016,147598.8,125500.0,22/04/2016
58996069,0,0,0,0,1,6,,02/03/2016,12000.0,15500.0,
58996069,0,0,0,0,1,6,,02/03/2016,12000.0,15500.0,
58994468,0,0,0,0,4,10,151800.0,01/03/2016,-338.4,13718.0,13/04/2016
54984727,0,0,0,0,5,10,115500.0,01/03/2016,52339.2,47535.0,25/04/2016
54987381,0,0,0,0,4,10,40700.0,01/03/2016,17773.2,16310.0,19/03/2016
58991841,0,0,0,0,1,10,16500.0,01/03/2016,0.0,,
58992482,0,0,0,0,2,10,,01/03/2016,61864.8,38160.0,14/02/2016
58993137,0,0,0,0,3,10,,01/03/2016,4622.4,2209.0,02/10/2016
54988520,0,0,0,0,2,5,,01/03/2016,90729.6,83500.0,25/03/2016
54992137,0,0,0,0,1,1,,01/03/2016,178448.4,159943.0,25/03/2016
54989513,0,0,0,0,1,6,,01/03/2016,21600.0,20500.0,
59005917,0,0,0,0,4,10,105600.0,29/02/2016,12062.4,14742.0,14/05/2016
54992131,0,0,0,0,3,10,99000.0,29/02/2016,11924.4,10437.0,16/05/2016
58987886,0,0,0,0,3,10,,29/02/2016,11641.2,,16/05/2016
58995813,0,0,0,0,2,6,,29/02/2016,25849.2,24000.0,
58988166,0,0,0,0,3,5,,29/02/2016,86172.0,75500.0,26/03/2016
54984987,0,0,0,0,3,10,,29/02/2016,6975.6,6313.0,25/04/2016
58986657,0,0,0,0,1,10,179300.0,28/02/2016,4102.8,3918.0,
54986797,0,0,0,0,1,10,171600.0,28/02/2016,682.8,1068.0,
54986472,0,0,0,0,1,10,68200.0,28/02/2016,682.8,1068.0,
54992408,0,0,0,0,3,10,,28/02/2016,11913.6,11682.0,19/04/2016
59001304,0,0,0,0,1,10,121000.0,27/02/2016,4604.4,4337.0,
54987715,0,0,0,0,2,5,,26/02/2016,118363.2,100500.0,23/03/2016
58996837,0,0,0,0,3,5,,26/02/2016,114328.8,100500.0,22/04/2016
58987886,0,0,0,0,2,10,383900.0,23/02/2016,-51.6,2456.0,14/03/2016
54988117,0,0,0,0,2,6,,23/02/2016,24780.0,30000.0,20/03/2016
54991108,0,0,0,0,2,6,,23/02/2016,83091.6,72461.0,27/03/2016
54991585,0,0,0,0,2,6,,23/02/2016,31584.0,33400.0,23/03/2016
59003535,0,0,0,0,2,10,68200.0,22/02/2016,11995.2,10621.0,18/03/2016
58994114,0,0,0,0,1,10,55000.0,22/02/2016,0.0,,
54991441,0,0,0,0,2,5,,22/02/2016,231681.6,196500.0,23/03/2016
54992451,0,0,0,0,3,5,,21/02/2016,235296.0,200500.0,22/04/2016
54984577,0,0,0,0,2,10,174900.0,20/02/2016,153999.6,128833.0,19/03/2016
59004966,0,0,0,0,1,5,,20/02/2016,114435.6,100500.0,26/02/2016
58986784,0,0,0,0,1,10,,16/02/2016,0.0,,
59004885,0,0,0,0,2,6,,16/02/2016,18019.2,17662.0,20/03/2016
58994409,0,0,0,0,1,0,,16/02/2016,18662.4,28500.0,
59004654,0,0,0,0,3,0,,16/02/2016,30660.0,37000.0,22/04/2016
54984435,0,0,0,0,1,10,49500.0,15/02/2016,15434.4,13362.0,
54987381,0,0,0,0,2,10,27500.0,15/02/2016,1435.2,1696.0,03/05/2016
58991302,0,0,0,0,1,10,221100.0,14/02/2016,39292.8,33243.0,
58988028,0,0,0,0,4,10,111100.0,14/02/2016,5425.2,12021.0,17/05/2016
59005995,0,0,0,0,4,10,42900.0,14/02/2016,43974.0,38946.0,28/05/2016
58992849,0,0,0,0,2,10,,14/02/2016,59204.4,1525.0,
54992408,0,0,0,0,4,10,,14/02/2016,-38.4,13868.0,05/04/2016
59000887,0,0,0,0,1,0,,14/02/2016,17136.0,20900.0,
58987402,0,0,0,0,2,10,113300.0,13/02/2016,7938.0,7115.0,24/03/2016
58995594,0,0,0,0,4,5,,13/02/2016,575653.2,500500.0,22/04/2016
58995052,0,0,0,0,2,10,,13/02/2016,6006.0,6225.0,03/10/2016
54991626,0,0,0,0,2,10,16500.0,04/02/2016,14221.2,13114.0,05/04/2016
54991497,0,0,0,0,1,5,,04/02/2016,60000.0,50500.0,
58987276,0,0,0,0,1,10,,04/02/2016,0.0,,
58995080,0,0,0,0,1,0,,04/02/2016,33110.4,34990.0,
54991614,0,0,0,0,3,10,106700.0,02/02/2016,26734.8,22779.0,04/12/2016
54986508,0,0,0,0,1,10,55000.0,02/02/2016,1824.0,,
58992868,0,0,0,0,1,9,,02/02/2016,68930.4,200500.0,
59003954,0,0,0,0,3,10,,30/01/2016,8470.8,4328.0,16/04/2016
58987886,1,0,0,1,3,10,178200.0,29/01/2016,3492.0,7530.0,14/03/2016
54986288,0,0,0,0,1,10,55000.0,29/01/2016,16602.0,45855.0,
58995436,0,0,0,0,4,10,44000.0,27/01/2016,47858.4,43505.0,15/05/2016
58994429,0,0,0,0,1,13,,27/01/2016,102921.6,85500.0,
58987276,0,0,0,0,3,1,,27/01/2016,381831.6,328500.0,25/03/2016
54991585,0,0,0,0,3,10,,27/01/2016,0.0,,
59005683,0,0,0,0,5,10,69300.0,26/01/2016,32684.4,42326.0,22/05/2016
54990680,0,0,0,0,1,10,44000.0,26/01/2016,44622.0,38856.0,
59003950,0,0,0,0,3,6,,26/01/2016,27000.0,30500.0,23/03/2016
58993220,0,0,0,0,1,10,,26/01/2016,11346.0,9955.0,
59001751,0,0,0,0,1,13,,26/01/2016,58057.2,51500.0,
59004688,0,0,0,0,4,10,,25/01/2016,0.0,7216.0,13/05/2016
54990331,0,0,0,0,2,10,194700.0,24/01/2016,-25.2,8228.0,27/02/2016
58994284,0,0,0,0,3,6,,24/01/2016,21000.0,25500.0,20/03/2016
54987316,0,0,0,0,1,6,,24/01/2016,23998.8,22722.0,
58986996,0,0,0,0,2,6,,24/01/2016,11400.0,19500.0,18/02/2016
59003717,0,0,0,0,1,10,,24/01/2016,-1.2,,19/02/2016
58991638,0,0,0,0,2,10,61600.0,23/01/2016,26078.4,49221.0,21/02/2016
54987199,0,0,0,0,1,10,55000.0,23/01/2016,57937.2,49528.0,15/02/2016
58995950,0,0,0,0,4,10,,23/01/2016,136658.4,120357.0,15/05/2016
59003249,0,0,0,0,3,6,,23/01/2016,8160.0,9000.0,
59003249,0,0,0,0,3,6,,23/01/2016,39840.0,42000.0,20/03/2016
58986716,0,0,0,0,1,6,,23/01/2016,51516.0,48200.0,
58996773,0,0,0,0,3,10,,21/01/2016,6540.0,7672.0,04/10/2016
58987097,0,0,0,0,2,10,103400.0,20/01/2016,12856.8,28555.0,18/03/2016
59002145,0,0,0,0,1,10,23100.0,20/01/2016,3266.4,3222.0,
54984235,0,0,0,0,1,5,,20/01/2016,120000.0,100500.0,
58997157,0,0,0,0,4,10,55000.0,19/01/2016,14720.4,40919.0,25/04/2016
58993064,0,0,0,0,2,10,,19/01/2016,0.0,1400.0,31/01/2016
58993422,0,0,0,0,1,10,,19/01/2016,2350.8,11720.0,
59001676,0,0,0,0,2,10,,19/01/2016,10774.8,,03/07/2016
58994057,0,0,0,0,2,5,,19/01/2016,583700.4,500500.0,26/03/2016
54988422,0,0,0,0,4,1,,18/01/2016,625466.4,550500.0,
59001171,0,0,0,0,1,6,,18/01/2016,34650.0,32000.0,
59002226,0,0,0,0,1,13,,18/01/2016,57916.8,38500.0,
54988411,0,0,0,0,4,10,,18/01/2016,15644.4,30579.0,05/04/2016
54991441,0,0,0,0,2,10,24200.0,17/01/2016,6372.0,5810.0,16/03/2016
54991742,0,0,0,0,2,5,,17/01/2016,88305.6,77500.0,19/03/2016
58986587,0,0,0,0,1,5,,17/01/2016,105600.0,88500.0,
58994781,0,0,0,0,3,10,63800.0,16/01/2016,-3667.2,7579.0,29/03/2016
58994057,0,0,0,0,1,2,,16/01/2016,3042966.0,2500500.0,
54987336,0,0,0,0,1,5,,16/01/2016,294043.2,250500.0,26/02/2016
54989325,0,0,0,0,1,5,,16/01/2016,578613.6,482500.0,
54984241,0,0,0,0,3,13,,16/01/2016,68474.4,59500.0,21/02/2016
54990315,0,0,0,0,1,6,,16/01/2016,30600.0,26000.0,
59003268,0,0,0,0,3,10,64900.0,15/01/2016,32218.8,59369.0,04/01/2016
54991626,0,0,0,0,5,6,,15/01/2016,12000.0,20500.0,19/04/2016
58992419,0,0,0,0,2,6,,15/01/2016,36480.0,38500.0,
58991580,0,0,0,0,1,6,,14/01/2016,56160.0,52500.0,
58994856,0,0,0,0,4,10,,14/01/2016,13414.8,63091.0,19/03/2016
59005708,0,0,0,0,5,6,,13/01/2016,15876.0,22550.0,19/04/2016
58999186,0,0,0,0,1,10,,13/01/2016,0.0,,
59005275,0,0,0,0,5,5,,13/01/2016,81583.2,100500.0,05/02/2016
58995436,0,0,0,0,1,6,,13/01/2016,67500.0,63000.0,
54984634,0,0,0,0,1,5,,13/01/2016,0.0,150500.0,20/03/2016
59004621,0,0,0,0,2,10,132000.0,04/01/2016,3708.0,3590.0,
54988329,0,0,0,0,2,10,88000.0,04/01/2016,35060.4,29717.0,30/04/2016
59006139,0,0,0,0,3,10,59400.0,04/01/2016,9432.0,18532.0,27/05/2016
59005880,0,0,0,0,4,10,193600.0,03/01/2016,69610.8,62929.0,25/05/2016
58993948,0,0,0,0,2,10,117700.0,03/01/2016,15718.8,13598.0,28/03/2016
59002841,0,0,0,0,1,10,100100.0,03/01/2016,8298.0,7415.0,
58995813,0,0,0,0,2,6,,03/01/2016,14299.2,13500.0,
58993847,0,0,0,0,1,10,,03/01/2016,1678.8,1899.0,
58995813,0,0,0,0,3,6,,03/01/2016,6957.6,12100.0,22/04/2016
54987040,0,0,0,0,1,10,,03/01/2016,600.0,1000.0,
58995813,0,0,0,0,3,6,,03/01/2016,7200.0,12500.0,22/04/2016
58986298,0,0,0,0,1,5,,02/01/2016,193200.0,161500.0,
54987871,0,0,0,0,4,6,,02/01/2016,6237.6,10900.0,22/04/2016
59006139,0,0,0,0,4,0,,02/01/2016,12684.0,15600.0,22/04/2016
58996773,0,0,0,0,4,10,,02/01/2016,0.0,6091.0,16/05/2016
58996882,0,0,0,0,4,0,,02/01/2016,15120.0,25700.0,22/04/2016
58994986,0,0,0,0,2,5,,02/01/2016,118150.8,100500.0,21/02/2016
54986575,0,0,0,0,1,6,,02/01/2016,11760.0,15200.0,
58993173,0,0,0,0,3,10,88000.0,01/01/2016,64660.8,81133.0,14/03/2016
54986974,0,0,0,0,3,10,55000.0,01/01/2016,3652.8,16071.0,03/12/2016
59004857,0,0,0,0,5,10,22000.0,01/01/2016,9480.0,17204.0,13/05/2016
59003249,0,0,0,0,4,6,,01/01/2016,69998.4,75500.0,20/03/2016
58991228,0,0,0,0,1,6,,31/12/2015,10396.8,13500.0,
58991228,0,0,0,0,1,6,,31/12/2015,10396.8,13500.0,
59003229,0,0,0,0,3,10,,30/12/2015,-1.2,2281.0,27/02/2016
58991324,0,0,0,0,2,6,,30/12/2015,20580.0,25000.0,
58990519,0,0,0,0,1,10,,30/12/2015,83034.0,69695.0,
58996172,0,0,0,0,5,10,,29/12/2015,83014.8,73079.0,05/07/2016
59001138,0,0,0,0,2,13,,29/12/2015,44919.6,37200.0,
58986183,0,0,0,0,2,10,,29/12/2015,46671.6,39393.0,
59000497,0,0,0,0,2,10,69300.0,28/12/2015,3676.8,4045.0,29/01/2016
54988697,0,0,0,0,4,10,,28/12/2015,2127.6,6824.0,22/04/2016
